Edition	GLOBAL ID	Albania	Algeria	Angola	Argentina	Armenia	Australia	Austria	Azerbaijan	Bahrain	Bangladesh	Barbados	Belgium	Belize	Benin	Bhutan	Bolivia	Bosnia and Herzegovina	Botswana	Brazil	Brunei Darussalam	Bulgaria	Burkina Faso	Burundi	Cambodia	Cameroon	Canada	Cape Verde	Chad	Chile	China	Colombia	Costa Rica	Ivory Coast	Croatia	Cyprus	Czech Republic	Denmark	Dominican Republic	Ecuador	Egypt	El Salvador	Estonia	Ethiopia	Finland	France	Gabon	Gambia, The	Georgia	Germany	Ghana	Greece	Guatemala	Guinea	Guyana	Haiti	Honduras	Hong Kong SAR	Hungary	Iceland	India	Indonesia	Iran, Islamic Rep.	Ireland	Israel	Italy	Jamaica	Japan	Jordan	Kazakhstan	Kenya	Korea, Rep.	Kuwait	Kyrgyz Republic	Lao PDR	Latvia	Lebanon	Lesotho	Liberia	Libya	Lithuania	Luxembourg	Macedonia, FYR	Madagascar	Malawi	Malaysia	Mali	Malta	Mauritania	Mauritius	Mexico	Moldova	Mongolia	Montenegro	Morocco	Mozambique	Myanmar	Namibia	Nepal	Netherlands	New Zealand	Nicaragua	Nigeria	Norway	Oman	Pakistan	Panama	Paraguay	Peru	Philippines	Poland	Portugal	Puerto Rico	Qatar	Romania	Russian Federation	Rwanda	Saudi Arabia	Senegal	Serbia	Seychelles	Sierra Leone	Singapore	Slovak Republic	Slovenia	South Africa	Spain	Sri Lanka	Suriname	Swaziland	Sweden	Switzerland	Syria	Taiwan, China	Tajikistan	Tanzania	Thailand	Timor-Leste	Trinidad and Tobago	Tunisia	Turkey	Uganda	Ukraine	United Arab Emirates	United Kingdom	United States	Uruguay	Venezuela	Vietnam	Yemen	Zambia	Zimbabwe	Average GCR	Latin America and the Caribbean	Emerging and Developing Asia	Middle East, North Africa, and Pakistan	Sub-Saharan Africa	Commonwealth of Independent States	Emerging and Developing Europe	Advanced economies	Low income	Lower middle income	Upper middle income	High income: OECD	High income: nonOECD	ASEAN	Stage 1	Transition from 1 to 2	Stage 2	Transition from 2 to 3	Stage 3
2010-2011	GCI.A.03	4,212275845	4,754424713	3,614605177	4,761941455	4,229865177	5,549282505	5,29855822	5,618694896	5,65078964	4,486923987	4,302190651	4,559144224	  	4,474364108	  	4,720595487	4,484312278	4,520540678	3,997274054	6,621270036	5,000726084	4,246807919	3,628243801	3,812099012	4,806154466	5,141095207	4,203977353	3,102708095	5,238634545	6,109643818	4,845084025	4,067849565	4,274252557	4,821683835	4,59865207	4,904050855	5,557440959	4,363611286	4,760675268	3,3517764	4,664124165	5,404909374	3,479147386	5,581919494	4,976458748	  	3,78325586	3,259356376	5,324945927	2,998207125	3,609951572	4,68522076	  	3,522117559	  	4,228142004	5,665645096	4,594993367	2,589957662	4,525731614	5,15079148	4,957311295	4,260893202	4,709111383	4,517756089	2,927678039	4,120185518	4,188528019	5,274325735	3,475869084	5,764306151	6,420008722	3,66017039	  	4,472429255	3,581077167	4,495741436	  	5,718705645	4,564571038	5,672308844	4,912631105	3,989854487	3,084136486	5,007241669	4,632903189	4,815640994	3,702132436	4,692254444	5,237726442	4,312548075	4,901128128	5,094118762	5,206908436	4,167891245	  	5,039329854	4,410762754	5,291251756	5,395811271	4,012034445	4,254674144	5,430083663	6,112510926	3,190357087	5,21774239	4,281447945	4,518452155	4,598006651	4,701986531	4,258699286	5,073011133	5,713894916	4,495257295	4,488126716	4,073231222	5,345258476	4,343522119	4,048802925	  	  	5,200012399	5,20221136	5,187256039	4,986657757	4,602741223	3,603002571	  	4,284910654	5,605737131	5,805291442	4,75135911	5,361393698	3,251763048	3,872394357	4,928143445	5,221856237	4,590399515	5,092953831	4,472890346	3,890006629	3,203933014	5,647089736	4,757283767	4,392992366	4,069927481	3,901043539	4,467712367	  	3,638161348	2,259109627	4,557329111	3,876556511	3,990841986	4,625513379	3,420968018	4,14430927	4,617020784	4,962733886	3,005061346	3,85416442	4,199988109	4,948782462	5,167005928	3,842807184	3,192059585	4,366604913	4,329641513	4,373969041	4,986223921
2010-2011	EOSQ168	n/appl.	n/appl.	2,083209	6,251182719	n/appl.	n/appl.	n/appl.	5,249537022	n/appl.	5,03830825	n/appl.	n/appl.	  	3,704297887	  	5,010401975	n/appl.	4,796782266	6,062995172	n/appl.	n/appl.	3,2958759	3,344758615	4,398994916	3,225401804	n/appl.	5,149797	2,581527147	n/appl.	5,696221856	5,375818619	6,57718485	3,133438227	n/appl.	n/appl.	n/appl.	n/appl.	5,661155369	5,376840946	n/appl.	6,068966313	n/appl.	4,115132847	n/appl.	n/appl.	  	4,147230221	6,199736418	n/appl.	3,298614343	n/appl.	5,907487624	  	4,061238252	  	5,724567258	6,200041381	n/appl.	n/appl.	5,050728486	4,80920864	5,814444	n/appl.	n/appl.	n/appl.	5,943539771	n/appl.	n/appl.	n/appl.	3,864944635	6,293925584	n/appl.	5,31286265	  	n/appl.	n/appl.	n/appl.	  	n/appl.	n/appl.	n/appl.	n/appl.	3,537032924	2,842763249	5,26989229	2,72500007	n/appl.	3,498814005	n/appl.	6,374624571	n/appl.	n/appl.	n/appl.	n/appl.	3,238188774	  	4,160485069	4,699623353	n/appl.	n/appl.	4,7027298	2,621500505	n/appl.	n/appl.	4,418021439	5,966124089	5,416167812	5,962450091	5,122434055	n/appl.	n/appl.	n/appl.	n/appl.	n/appl.	n/appl.	3,505989	6,301403109	3,53113901	n/appl.	  	  	n/appl.	n/appl.	n/appl.	4,874673513	n/appl.	5,748153283	  	4,407805	n/appl.	n/appl.	n/appl.	n/appl.	4,55806051	3,040539505	5,728787324	2,463398834	n/appl.	n/appl.	6,672329049	2,605583512	n/appl.	n/appl.	n/appl.	n/appl.	n/appl.	5,470480146	5,494138806	  	2,885317204	4,382265388	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data
2010-2011	MALARIAPC	(NE)	0	21470,66053	1,279966858	0	(NE)	(NE)	2,377714995	(NE)	1906,902261	(NE)	(NE)	  	36976,04232	  	788,9338155	(NE)	361,7636459	728,2245807	(NE)	(NE)	43365,72065	27784,8156	1845,200448	28013,1233	(NE)	11,76320854	39920,37009	(NE)	7,52277626	896,326337	210,9313476	37161,95997	(NE)	(NE)	(NE)	(NE)	88,87284371	238,7782956	0	1,276883105	(NE)	15311,07238	(NE)	(NE)	  	28224,48997	1,868359789	(NE)	31650,89144	(NE)	1078,710183	  	7848,125006	  	484,3127721	0,36	(NE)	(NE)	924,6399807	1100,234516	26,14291013	(NE)	(NE)	(NE)	14,15545656	(NE)	(NE)	(NE)	31027,81615	13,47420319	(NE)	7,146899703	  	(NE)	(NE)	(NE)	  	(NE)	(NE)	(NE)	(NE)	3355,896961	33363,39562	55,90985403	36074,12267	(NE)	18382,09077	0	9,002037919	(NE)	(NE)	(NE)	0	35441,23281	  	1698,492538	112,0982536	(NE)	(NE)	105,2148225	39736,35259	(NE)	0	931,3120288	161,6764683	32,78865161	803,9865658	143,9213212	(NE)	(NE)	(NE)	(NE)	(NE)	0	34352,00689	6,094761714	12063,27638	(NE)	  	  	(NE)	(NE)	(NE)	67,37405509	(NE)	16,92215956	  	17,48207905	(NE)	(NE)	0	0	35,72419211	29245,42475	405,1134727	47481,53597	(NE)	(NE)	1,657227625	35543,23852	(NE)	(NE)	(NE)	(NE)	(NE)	435,6378758	81,57714182	  	31251,30802	20367,88824	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data
2010-2011	EOSQ169	6,734755119	4,99149741	3,912841	5,910040997	5,24984805	6,323892612	6,742351192	4,858812757	6,093460462	4,8431178	5,983863157	6,697983411	  	4,345970142	  	4,744725722	6,303638719	3,581524041	5,931956658	5,030060142	5,2109546	4,23138405	4,072969044	4,199362057	4,190509554	6,708916863	4,959153	3,248122598	6,426830117	5,491385259	5,257686388	6,57254105	4,037299164	6,551991755	6,533793273	6,13661074	6,8274636	5,341642245	5,359958927	6,3689028	5,869934542	5,949288702	3,845380542	7	6,4714551	  	4,702710007	5,381132795	6,695187734	4,663199283	6,5946406	6,108354529	  	4,460816345	  	5,746991785	5,8609836	6,49901438	6,734341632	5,150127468	4,686089306	5,468601	6,5293325	6,661424214	6,557837339	5,934029329	5,987418674	6,058960622	4,526420719	3,811322254	6,019117022	5,705615594	4,2051519	  	5,427344529	5,634632	3,003264726	  	5,813195662	5,777628536	6,622022702	5,657099115	4,524394803	3,265375718	5,046376861	4,202370877	6,33797715	3,742768656	6,146058405	6,094252037	4,84136	4,789569045	6,536711396	4,741631416	3,611510599	  	4,037484799	4,382503767	6,473435962	6,632439356	4,7299242	3,900509257	6,891956261	5,701343191	4,313277205	5,820337156	5,243359134	5,312615891	4,494465422	6,157854022	6,108886266	6,498999583	5,606676987	5,497245345	5,742752696	4,451121	6,192068734	4,458518095	5,928344219	  	  	6,046055941	6,655669398	6,52593087	3,17977345	6,659387759	5,824550162	  	2,234867	6,918072867	6,659420744	5,99640559	5,756174206	4,464717174	3,624515774	5,4753612	2,923646041	4,785352784	6,345207203	6,434370738	3,640157899	4,322310744	5,68922382	6,320660374	5,945950331	6,747080471	5,342660719	5,009789671	  	3,097319824	3,502192344	5,36536487	4,948998167	3,961553188	5,203944868	3,367112331	4,843611871	6,107467329	6,430900642	3,207049935	4,26360479	4,956199685	6,504379967	5,911172232	3,771278295	3,371047627	4,441999355	5,09204393	5,45480724	6,391273199
2010-2011	TBPC	15,6143541	57,9319663	292,1168594	29,6119197	72,5584452	6,6191746	0	109,7024841	45,5769997	224,7944641	1,351865	8,8065781	  	91,7646726	  	143,9414368	50,6159566	712,4082896	46,4702767	65,3742225	42,6098824	220,3111064	357,4876342	490,1937537	186,7255428	5,0205431	149,1671161	290,9767668	11,4720198	97,3015533	36,0030212	10,6905947	409,602896	25,4832778	5,6004286	9,0379061	6,9528352	72,8870468	71,8766785	20,3488794	31,8275414	33,9709168	368,3862631	7,1760327	6,2193726	  	263,4385643	106,5948257	5,1220297	201,7617317	5,5243618	62,907318	  	112,5450439	  	64,4232254	82,12	16,4019699	2,1872127	167,8185262	189,0212097	19,8372936	8,7345663	5,9853524	6,5870067	6,5489714	21,8457659	6,0536828	175,1044464	327,6480597	88,0000613	34,1559585	159,0017853	  	49,7934151	13,7043018	635,4405464	  	16,6565519	70,8807678	0	24,2245293	255,8706671	324,4987281	102,434755	321,7026987	13,8296123	323,8815301	22,1068715	18,6907592	174,6509705	205,4241165	22,6338196	116,322319	420,1731694	  	746,9412072	163,1851044	6,707557	7,9385268	46,4853996	302,6706081	6,0798295	14,4433289	231,3572998	47,4436418	47,4949608	119,0558242	284,8049263	24,5116235	30,3412772	2,4	54,6506958	133,8131714	106,7211609	386,7121058	18,5719719	276,8528472	18,4219952	  	  	38,5740223	11,9050595	11,8702373	959,8450176	17,4982676	66,1565628	  	1227,168081	5,7096452	4,8645453	22,2888623	84	199,0688477	189,8443593	136,6547089	498,4586487	24,0627634	23,8516388	30,1409798	310,6934199	101,5278086	5,6043477	12,3694058	4,7613794	22,0345667	33,4937558	200,4604316	  	468,3554769	761,7842963	139,9191589	42,45274523	170,1225285	58,99698624	337,7192824	133,8811972	39,61269395	17,33758125	248,6889451	203,0013033	108,4975194	12,38126096	35,85417921	163,2160009	245,6140847	131,3820017	163,2439945	37,11141206	17,65062078
2010-2011	EOSQ170	6,675898238	5,405025344	3,304688	5,225880185	5,5441472	5,568037148	6,480048716	4,623370725	5,726669748	5,1753169	4,198695412	6,260610275	  	4,216068922	  	4,921000633	6,649200174	2,89595925	5,322833308	5,172401826	5,227785288	3,94399495	3,123715551	3,938522685	3,765779518	6,159146379	4,983709	2,73594674	6,052316974	5,533122559	4,589746634	5,81655575	3,554862766	6,388903394	6,212275359	5,64864194	6,145740525	4,562200307	5,212961683	6,1194886	5,220868129	5,532573789	3,449587847	6,629953118	5,65502765	  	4,880525745	5,276426836	6,425762158	4,353736017	6,257010662	5,419403929	  	3,566884753	  	4,885626871	5,939134881	6,383404593	6,553904847	4,677578891	4,722393691	5,340442	6,302627748	6,462372581	5,958195051	4,383906077	5,853645249	6,069530182	4,925220888	3,281110865	5,859038859	5,902040721	4,40815985	  	5,397467679	5,476337	2,517564491	  	4,881411386	5,992161454	6,135200695	5,809204685	4,690699589	2,662225319	4,766407256	3,66498748	5,85325165	3,677241612	5,139200589	5,156036918	5,215704	5,332847524	6,233604737	4,541971989	3,085339048	  	3,231733396	3,910353938	5,997410399	6,450118989	4,6835711	3,714502711	6,741709394	5,448182756	4,569751638	5,123247889	4,87002721	5,346690217	5,020091079	6,160066725	5,918249331	5,284795417	4,747138529	5,527321397	5,414530609	3,806364	6,071657747	4,774700536	5,818927144	  	  	5,782457114	6,659421664	6,43975425	2,480520226	6,181059518	5,882785572	  	1,614019	6,644068827	6,420579342	6,048262661	5,70943083	4,550061879	3,357498619	4,413045979	4,311725346	3,706561008	6,347469196	6,175131784	2,674736872	4,706452271	5,672668695	5,564932563	5,133924466	6,142417207	5,069219676	5,01823271	  	2,655472797	2,914565788	5,069266161	4,379066075	3,992636821	5,058648655	2,984523989	4,962674918	6,086800801	6,061599418	2,919234281	4,182638637	4,628581016	6,137133866	5,529126906	3,672343914	3,139301984	4,355381575	4,875550656	5,087680701	5,980373268
2010-2011	HIVPREV	<0.1	0,1	2,1	0,5	0,1	0,2	0,2	0,2	<0.2	0,01	1,2	0,2	  	1,2	  	0,2	<0.1	23,9	0,6	0,01	0,024349286	1,6	2	0,8	5,1	0,4	0,8	3,5	0,3	0,1	0,6	0,4	3,9	<0.1	<0.2	0,02	0,2	1,1	0,3	<0.1	0,8	1,3	2,1	0,1	0,4	  	0,9	0,1	0,1	1,9	0,2	0,8	  	2,5	  	0,7	0,0092	0,1	0,2	0,3	0,2	0,2	0,2	0,1	0,4	1,6	0,014	0,13	0,1	7,1	<0.1	<0.2	0,1	  	0,8	0,1	23,2	  	<0.2	0,1	0,2	<0.1	0,1	11,9	0,5	1,5	0,1	0,8	1,7	0,3	0,4	0,1	0,003	0,1	12,5	  	15,3	0,5	0,2	0,1	0,2	3,1	0,1	0,078261593	0,1	1	0,6	0,5	<0.1	0,1	0,5	0,35	<0.2	0,1	1,1	2,8	<0.02	1	0,1	  	  	0,2	<0.1	<0.1	18,1	0,5	<0.1	  	26,1	0,1	0,6	<0.01	0,15	0,3	6,2	1,4	<0.2	1,5	0,1	0,005387408	5,4	1,6	<0.2	0,2	0,6	0,6	0,7	0,5	  	15,2	15,3	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data
2010-2011	INFANTMORTPC	12,6	35,99	130,25	14,56	20,69	4,9	3,4	31,93	9,6	42,89	10,1	3,9	  	76,28	  	45,73	12,7	25,95	18,3	5,5	8,8	92,09	101,91	69,31	82,3	5,7	24,19	124,02	7,2	17,77	16,46	9,55	80,9	5,1	3,5	3,1	3,7	27,21	21,1	19,75	15,63	4,4	69,43	2,7	3,3	  	79,9	26,46	3,7	51,01	3,3	28,63	  	46,5	  	25,67	1,8	5,4	1,9	52,3	30,73	27,06	3	3,6	3	25,99	2,5	16,95	26,88	80,5	4,73	9,4	33,3	  	7,9	11,85	63,1	  	15,27	6,1	1,9	10,46	68,07	64,7	5,92	102,5	5,5	74,6	15,1	15,3	15,22	33,5	6,9	32,32	90,4	  	31,4	40,84	4	4,9	22,87	95,8	2,9	10,3	71,91	19,25	23,96	21,91	25,72	5,8	2,9	8,59	9,21	11,6	11,94	71,6	18,4	56,9	6,3	  	  	2,3	6,6	2,9	47,9	3,5	13,09	  	58,8	2,3	4	14,32	4,5	54,14	66,8	12,51	74,55	31,1	18,3	19,92	84,5	13,66	7,05	4,9	6,7	11,7	15,8	11,81	  	92	61,5	27,92539063	18,9808	25,67294118	22,82117647	61,46470588	26,02444444	9,306666667	3,956111111	60,0575	38,27555556	19,2785	3,913870968	9,215263158	17,94444444	57,18410256	27,14058824	22,90363636	10,6175	4,725135135
2010-2011	LIFEEXPECT	76,6337073	72,3890488	47,0377317	75,3339756	73,5373902	81,395122	80,447561	70,1776829	75,9114878	66,145	77,0089024	80,109561	  	61,3779756	  	65,6837805	75,1063171	54,2410244	72,402122	77,3640976	73,3165854	52,9876829	50,4336585	60,9685122	51,0643659	80,9648781	71,0403659	48,7306098	78,6139512	73,124561	72,9804878	78,9180244	57,442439	75,9121951	79,6614878	77,2112195	78,7004878	72,5707561	75,1346342	70,1382439	71,2605122	73,9731707	55,195	79,7919512	81,5204878	  	55,9323902	71,548122	80,0885366	56,6169512	79,9631707	70,3350244	  	67,1050732	  	72,1960488	82,3397561	74,0090244	81,575122	63,7176585	70,7932927	71,4409756	79,8568293	81,002439	81,9452098	71,8431463	82,587561	72,713561	66,4421463	54,237439	79,8326829	77,9696342	67,3697561	  	72,2382927	72,0473171	44,9949268	  	74,329	71,8217073	80,5246342	74,2113171	60,3414878	53,0590976	74,3797073	48,4290244	79,6409756	56,7288293	72,5707317	75,0654526	68,4371463	66,5694146	74,0975366	71,2917805	47,8944634	  	61,0135854	66,6900732	80,4007317	80,1512195	73,142	47,9085854	80,7414634	75,9132195	66,5290976	75,6607561	71,8847805	73,2619024	71,8344634	75,5331707	79,2497561	78,5589268	75,9420976	73,3734146	67,8446342	50,1309268	73,1190488	55,5952927	73,6365854	  	  	80,7414634	74,8107317	78,9739024	51,4772439	81,0880488	74,127122	  	45,7651951	81,2371707	82,1617073	74,2253171	78,57	66,7470244	55,6468049	68,860122	61,1214146	69,3392683	74,302439	71,8915366	52,6667805	68,2514634	77,7480732	79,9033659	78,4390244	75,9807317	73,5490732	74,3714634	  	45,3957561	44,2144146	69,92029634	64,37081616	57,06275897	68,14787376	45,68946915	68,92837398	74,12859147	79,7332958	43,82618191	59,38952981	63,98858083	79,7675764	76,05557895	55,39685096	46,47962789	60,96106887	68,05629343	68,051965	79,55247898
2010-2011	GCI.A.04.01	6,707463238	6,325884303	3,82552186	6,630089063	6,498773433	6,927826822	6,91614426	6,258823536	6,696239368	5,934069756	6,713927819	6,897482892	  	4,785619378	  	5,954318129	6,643482873	4,429644477	6,485655533	6,763173592	6,620238353	4,071120062	4,121926724	5,291888715	4,344961287	6,905627837	6,32262068	3,431549136	6,816648249	6,502546766	6,515079133	6,800494107	4,205991319	6,750771114	6,888880722	6,815464811	6,855912924	6,38067135	6,53848373	6,434658197	6,485066018	6,666262262	4,874092745	6,901323343	6,943418787	  	4,71738993	6,365465201	6,901539804	4,848974499	6,899588803	6,310181887	  	5,791598527	  	6,398440646	6,95329116	6,691060157	6,964755205	5,821173417	6,21845341	6,40113779	6,897864515	6,930743916	6,960268261	6,392039064	6,983269634	6,545547371	6,143859986	4,266570361	6,846523535	6,765810782	6,115891275	  	6,577312884	6,568214316	3,774993378	  	6,604956142	6,587888403	6,932097135	6,644753168	5,443863617	3,961789418	6,632413986	3,841776049	6,866557856	4,84588296	6,516229484	6,62438087	6,316929838	6,073881842	6,678174104	6,286594951	3,517499903	  	4,940245289	6,011054887	6,905828429	6,891237226	6,472328874	3,733949931	6,929474654	6,704324276	5,665183365	6,574328772	6,417643264	6,43599447	6,248924947	6,730566258	6,864352303	6,802906083	6,692139354	6,54907933	6,370668353	4,256728634	6,540657025	5,176863453	6,668379596	  	  	6,917476416	6,707666654	6,872145234	4,058471064	6,924084404	6,59795014	  	2,915680836	6,95065701	6,957030786	6,611449835	6,806184102	5,875182179	4,515938205	6,356617715	4,006043466	6,250010072	6,576337826	6,484257795	3,961173051	6,33194572	6,794665063	6,878828685	6,809686931	6,684759247	6,547215897	6,519305907	  	3,26264481	3,699229281	6,065064076	5,688774189	4,998676385	6,026366652	3,700678202	6,253059947	6,646342866	6,879158786	3,607435918	5,14929904	5,657444313	6,883365212	6,701129452	4,892308697	3,881195039	5,379724753	5,96170546	6,065781463	6,865258185
2010-2011	EOSQ129	4,083572314	3,146015879	1,494719	3,053995754	3,2759115	5,425769699	5,035663414	2,890406321	4,522933333	2,6086394	5,807680959	6,379051667	  	3,510232619	  	2,624066095	4,222792149	4,086603603	2,463150785	4,985755277	3,583510803	2,91390105	2,287682985	2,873818463	3,57022625	5,632573463	3,881581	2,871343119	2,605200048	4,696767107	3,272664584	4,72229205	3,137131249	4,628679297	5,357836451	4,916525233	5,205573333	1,972881584	2,67126695	2,47487985	2,735242173	5,328021371	3,271411074	6,620759086	4,97320955	  	4,439941883	2,970737825	4,648485657	3,432623542	3,773999569	2,230600059	  	4,201856785	  	2,572792317	4,935497415	4,220479363	5,969747911	3,125285763	4,126590124	3,798593	5,55831361	3,644623251	4,424393021	3,273496965	5,099328044	3,981420027	3,674585528	4,040857433	4,813640768	3,5462538	3,46164715	  	4,446912691	5,453701	3,182414143	  	2,451636502	4,462957235	4,750923077	3,8836274	2,964658095	3,01441252	4,874960027	2,088971197	5,1215441	2,526139392	3,925827438	2,606418392	3,705795	2,967536637	4,538768002	3,054103896	2,44579275	  	3,330878451	2,696926385	5,447830232	5,832778839	2,36230785	2,590143511	4,597661866	4,411707583	3,033040536	2,446678733	1,882397969	2,254177426	3,088748086	4,519298024	3,899911153	3,378061667	5,964227116	4,043389586	3,948471971	4,108349	4,200544003	3,412943626	4,036941776	  	  	6,170320717	4,212711651	4,896355522	2,51653097	3,205680482	4,573848398	  	4,060378	5,318745573	5,937668226	3,333174096	5,626751647	2,82308268	2,719972607	3,6905738	2,096315525	4,508846889	5,005878354	3,192352351	3,046390926	4,350392711	4,87929164	4,898104261	4,713872015	3,969526321	2,878559422	3,561697987	  	3,232373521	3,344547035	3,86844437	2,684644004	2,939262528	3,673550936	2,733024665	3,455670076	4,118030692	5,005523506	2,419622134	2,912081182	3,161002835	4,912465149	4,697213077	3,022460418	2,530741173	2,849295585	3,362847699	3,701545855	5,033108312
2010-2011	ENROL1NET	90,80334646	94,85895098	  	98,51482293	84,0776402	96,92859806	97,914	96,02802458	97,85182481	85,4628956	96,941	98,41100935	  	92,82189264	  	93,66540623	  	85,6	94,16349235	93,29132469	95,80790773	60,13283521	99,35528866	88,58797852	88,30228188	99,483	84,4301041	60,973	94,37871163	99,5	90,01959757	100	56,045	90,24667226	98,70242773	89,58684908	95,61565653	79,99960063	96,90336015	93,61500704	94,04608073	94,33435899	78,16896301	96,04879191	98,43964754	  	68,74324277	98,7164715	98,24681918	76,52897129	99,40055026	95,06795356	  	94,67611948	  	96,56978552	93,53016102	89,69226713	97,57362293	89,80601568	95,69759964	99,67749796	97,13265207	97,05587899	98,62928161	80,22930864	99,99011231	89,48514765	90,3411688	81,52318568	98,75017172	87,60669483	83,53397865	  	90,133	88,33768043	72,73256969	  	  	92,16037876	95,6618559	86,50382886	98,46450615	90,62148591	96,09933813	71,51017403	91,4198125	76,53177177	93,13519113	98,05088282	87,71828717	88,67523359	98,53	89,46949048	79,89480164	  	89,00573957	78,847	98,7497308	99,46993653	91,83262888	61,39605269	98,68393849	68,26409987	66,13194972	98,26820055	89,99976429	94,43664654	91,69019851	95,57030713	98,86838217	98,2	94,113	90,30508342	99,8360592	95,86089236	84,54877928	72,9329081	94,78495755	  	  	96,8	96,73	96,95824399	87,46715564	99,76383931	99,47857799	  	82,77828298	94,62841303	94,18377252	94,50640419	97,74	97,32857872	99,33861216	89,07071189	75,94253891	91,81486224	97,70682711	94,69125716	97,0896462	88,8834953	91,57897253	99,59284789	91,97437684	97,51424001	90,08049374	93,99601049	  	95,22368029	89,92074534	90,78658759	82,28691834	74,47914257	77,63398203	67,94109439	91,82930046	84,92466721	96,81477053	67,27690519	79,01939613	76,4524622	97,05662441	92,34491104	72,0481291	67,68306522	70,00062806	85,37691956	85,65706532	96,78720545
2010-2011	GCI.A.04.02	5,041933797	4,799548175	1,494719	4,949470579	4,239380832	6,051253971	5,908608451	4,735208097	5,648952306	3,990414324	6,242872491	6,606535767	  	4,869180037	  	4,472968079	4,222792149	4,737701757	4,419989638	5,633078484	5,069870258	2,321713437	4,610329495	4,309081099	4,640548562	6,289430389	4,56389046	2,372324329	4,502842888	5,822412518	4,591565349	5,861146025	2,068565625	5,282625868	6,111248283	5,388528135	5,870494296	3,330261167	4,672653356	4,395586317	4,549570895	5,861818102	3,85958624	6,601504864	5,905122252	  	3,778095955	4,918436121	5,732601146	3,830333722	5,355847566	4,353243461	  	5,317472708	  	4,605549765	5,621197087	5,046598416	6,357607949	4,505568311	5,335441114	5,382559987	6,128421942	5,167479944	5,640685468	3,995424684	6,049151695	4,915090339	4,811001348	4,461996902	5,841656072	4,587586579	4,298637205	  	5,185212339	5,584362561	3,441608538	  	2,451636502	5,308485201	5,64567201	4,690633953	4,902154752	4,496966589	5,731331259	2,807067866	5,595976185	3,377281243	5,094435959	4,701224163	4,673952742	4,361040928	5,692654853	4,450525641	3,559924947	  	4,561987091	3,617091886	6,15872767	6,388852669	4,23970173	2,267549496	5,730190339	3,727739136	2,873995331	4,632825144	3,895290382	4,330511117	4,594879668	5,52489867	5,390989806	5,094919474	6,167748789	4,993333409	5,465734897	5,335153929	4,730649572	3,571125059	5,240968014	  	  	6,416650849	5,434098218	5,788131331	4,064465997	5,090589787	5,759837547	  	4,55091716	5,873305678	6,158364125	4,873835252	6,194937004	4,771246991	4,825604582	4,745615561	3,122323812	5,311968756	5,882741559	4,813548843	4,870166091	5,064623234	5,483862495	5,927913659	5,423475088	5,35434293	4,398016552	4,960039585	  	4,862610368	4,621813862	4,881130547	4,109156474	3,911068006	4,379992149	3,395368759	4,775357941	5,077361953	5,832977767	3,265829721	3,917675858	4,237755979	5,799832256	5,419518512	3,923274086	3,26455072	3,862299758	4,557013783	4,723895965	5,845451482
